Node1,Node2
586595,365696
44889,372109
583934,577732
551819,530293
78722,557238
844469,844462
514653,521169
93618,850707
807578,103508
25973,399204
93821,880150
551251,840874
531798,106726
52346,44102
92715,596013
52632,563114
515703,515708
583622,324161
551645,389738
552062,545976
524227,803692
11100,580819
309953,354339
831514,104801
78406,48139
84425,520739
544299,816920
317607,841914
518569,573116
68843,548068
75273,549940
598772,399782
37594,503835
530850,326575
16898,19993
40729,40400
4746,505223
509038,809675
43387,341553
10121,381618
40658,560261
35341,519005
501768,311097
502454,343391
841978,841943
34362,871651
21242,846594
501999,506614
507876,507412
82599,107349
522491,100589
18108,556088
66604,512329
830734,880715
93695,389718
52239,552227
18460,363352
31956,555792
594506,528597
66971,843188
85279,83751
90217,373613
580674,525817
329322,885912
60753,356203
93751,93757
560545,316022
887564,887566
83395,872968
316228,862865
388862,388890
542509,568398
583573,387231
352242,341557
591970,376762
541019,318524
79952,311385
60635,320152
575490,861357
553856,378763
47922,544299
507919,567075
7713,53116
18916,25241
880331,107060
80774,81630
88171,515510
59030,108817
322800,853846
516761,335632
383725,342105
586324,359053
885558,877849
15304,598634
11079,590387
560073,388567
37502,337155
506319,833369
527478,153600
16550,578421
46270,841396
528247,357674
35016,18648
81371,517426
555174,557567
52614,87311
362378,362371
84222,60140
597774,597779
94714,852013
505584,582515
60647,579254
517803,541976
53089,53010
56480,69795
344841,848827
303548,850245
838122,875280
530088,530081
27958,137952
5388,556262
34910,317968
63581,845162
304727,357384
384206,384209
71132,61306
55104,306562
583329,589660
339949,845322
574393,529095
511778,319836
510565,571924
347800,861850
52614,563632
81797,24064
40519,305522
355924,378209
518451,526803
560950,380491
36765,83992
98715,351742
568613,561950
595260,338840
326209,837732
560855,357766
72197,532945
853810,101519
546516,838821
15377,16869
70939,571147
93428,553502
15906,591322
75972,45422
560977,560974
394169,394624
505286,514060
5535,76256
310622,372987
507239,346796
523550,387036
343844,361170
15321,815274
593782,527360
845454,845435
380211,381791
39830,80968
597340,860122
599477,367593
802985,802983
536667,301731
536454,532213
42164,390671
59256,324385
389288,838626
38455,545893
342501,833206
21369,357963
868421,102438
510840,344058
8104,584010
8079,36955
354567,845688
316267,102249
16034,97855
11948,515328
83810,314956
599539,394621
584704,365756
801079,891020
542888,568533
8822,88504
71270,354671
339569,804697
869535,138823
30285,33303
28989,570044
532433,532437
97539,586547
557731,388028
587863,513822
510120,839011
99573,334309
364451,366822
385781,370360
39833,516446
38443,90378
72315,890105
572813,851959
80757,572602
846815,846818
591317,529355
363913,363994
592332,314703
535697,575220
821967,157614
33308,301742
31061,44929
76146,887354
62818,328720
34516,14559
74069,330180
344765,344767
95756,516376
42575,807452
89112,539329
306613,334527
88180,76499
44653,387396
591269,303006
399580,835481
55655,556725
14255,346655
385221,383676
77606,24835
94799,568786
504275,539048
2607,307315
48801,504876
365596,886138
348006,366988
581055,589929
501149,870026
30555,556762
563819,861115
539767,513774
91969,556217
19547,574544
815433,815438
108402,108455
593828,593821
52970,301441
84259,522365
60056,864279
549524,306697
19271,67573
524605,814841
41257,62514
47038,24305
514870,547092
8357,56604
346490,322306
880449,877503
50654,19818
533893,355028
557475,848448
584159,576365
392272,833280
55135,587604
27950,553115
39116,588523
32854,526795
865498,865491
41582,586785
541807,800944
39531,82573
302909,833676
372850,841670
22635,399891
859622,852548
574040,860816
504182,506939
78671,326547
40664,324492
579395,561229
503296,315889
49827,24933
539688,543891
342583,885987
512502,354715
864641,864647
48861,41430
1959,98926
95129,552550
534038,589925
376217,807944
40444,362723
593153,852754
562811,385824
807983,131618
300226,834575
840871,840879
383775,393854
545948,592506
71322,565746
884083,884084
580808,355504
72958,829415
349144,869728
29515,884431
78210,105963
34761,360962
15686,554051
597959,880270
859876,893395
551240,551245
564257,562415
97875,500021
71382,385398
519146,576096
569242,360230
95049,806683
874730,131108
31956,815104
394802,394876
880440,880445
533009,531732
8393,500934
25732,22339
55107,89697
84151,82899
859622,852549
503093,577251
96781,540925
525202,311778
801267,813162
42930,68647
384986,347532
80462,394191
7808,365104
84301,21658
383322,366594
7573,363384
72245,353260
10091,18125
86887,397802
81439,86121
352168,316710
810169,810162
46464,341038
347477,395798
553440,563368
7127,58629
382809,377773
347121,347127
500742,108852
36171,21108
1084,549406
41602,357479
542560,881345
73174,848824
558876,577673
46426,854610
73602,549671
833374,836539
83996,516768
590632,817615
73031,320827
9916,844420
538988,302395
840062,861618
385185,150661
363999,363920
55212,835502
63446,509822
38995,32358
11411,508579
354547,151608
14073,545682
56707,311878
372573,392907
70171,70179
891607,891606
55348,51658
813579,891216
529529,394847
541075,309092
3426,366592
530999,837062
870918,847969
377580,852409
553357,881429
17087,19448
588477,391033
311342,317880
86847,72490
93065,29863
82866,324256
15572,67976
589042,547248
40035,378290
89472,514520
834862,885998
590190,337783
543878,805607
28363,549286
564095,337937
76351,60109
545959,852600
806373,883348
564736,376630
2184,40722
306046,331368
552463,313437
29956,508992
89644,866831
396798,895293
375809,326335
38880,76053
568382,362140
872906,872909
25019,898748
508674,807748
369493,328798
301645,322479
550012,580030
14299,833377
380640,384899
98576,546038
845834,101518
15803,67562
890514,826442
865426,867522
543362,881085
595758,150476
3348,865089
503543,302576
51180,133872
323846,833250
837207,887787
537972,885599
561555,842766
840090,840095
71690,829370
872906,840097
4686,541636
860250,860255
96444,507189
60383,845258
39007,526821
32139,339549
44304,594921
307478,830201
40767,888707
351722,885236
541783,821798
46816,878055
385735,108892
517461,514822
563922,819133
533732,891281
396227,101720
501203,349765
512538,386760
30562,24628
506405,513029
6971,54364
538195,560884
310438,310431
39007,20326
59827,87929
90230,801439
846190,846195
501822,501100
67210,66011
56583,501811
58710,530890
524821,159494
837643,837648
384804,362351
530293,522544
374995,345903
98256,99392
7713,51335
376002,390211
805640,881033
540396,882331
586322,874820
380405,835535
108409,108458
886310,886313
33990,566786
573321,579873
372003,104135
898757,897206
30594,542380
93998,845593
80019,591077
6863,309266
57192,504730
65357,899008
597182,843866
859622,877627
21052,300306
554465,354573
46774,834198
40864,805312
337416,138045
81864,97728
520266,352021
44839,841617
580298,598263
26938,320653
307350,304068
77174,350948
60056,896382
550073,543776
35442,80370
380393,380391
11414,522153
34166,32890
809365,850499
533197,836536
529503,332253
35016,517243
15586,41780
61963,94808
374986,855898
53055,587848
75172,317884
27819,899723
38209,543972
848527,864501
71690,530388
62327,539166
65872,501709
802299,846111
562198,389017
538999,364349
85934,365059
530527,359248
91605,837163
39625,572120
86265,86263
543878,332912
546055,359642
534572,820771
509048,888528
549233,874494
565277,104640
304868,830706
15328,68629
39265,575809
377708,105713
40864,357922
371293,829565
42942,360978
11157,595265
380618,380614
150229,135921
557700,537773
549528,562609
383800,891333
376592,807113
543977,865721
517230,543249
13974,535136
857306,158302
339534,895393
504193,594733
87311,48464
41662,324854
366684,324940
348215,832042
59152,63196
76354,40306
565225,863971
91738,507658
381415,381418
51608,84093
46210,868946
574554,372924
577461,845683
72417,881495
895290,895293
38428,21271
573497,371399
150669,150662
578955,333051
326695,829748
323846,833204
381777,870827
85051,555175
93618,807024
13591,18933
19150,532149
575575,573892
584599,853206
23884,508548
555905,555908
41582,888675
36476,15849
1622,76419
96506,842035
41662,526160
95129,590716
597230,597237
55650,554308
77220,531304
57886,570155
316289,844200
360383,369460
14338,108916
348109,822576
519829,519822
39660,46145
318092,863851
872832,872885
56708,59284
531361,325794
4292,331411
804096,854601
34469,520895
14194,582079
85998,326519
511086,549010
73553,549125
37492,536241
33996,566309
83716,533201
9760,30395
13688,363284
97298,314284
503912,386332
107593,107596
557255,511537
846450,846455
92262,359322
394195,807748
43656,539521
359988,102573
379297,379296
90823,95420
872885,872907
74733,23981
594595,309007
72510,72577
541037,541034
566331,357706
48691,376498
71345,76084
31216,64675
882122,882707
561941,561947
92463,367146
581372,518547
84338,84331
56486,514091
532486,511086
841324,823405
94242,104676
556395,556398
575694,575696
324692,848754
381289,884266
530834,318656
99998,352432
347079,150722
367152,159852
313726,362758
830887,133977
40192,329823
576427,301602
379029,880331
519236,392846
44781,579484
23201,539996
22182,22110
45423,574325
62028,158213
65240,154869
52302,81389
830104,834929
575184,547887
18435,505730
74320,829291
41257,807064
860919,860912
593994,307758
598189,376926
385919,363913
2330,500391
52997,80065
805100,805105
885722,862385
30470,300884
572226,891489
546815,546134
78524,390714
505836,326287
857974,857976
356931,363870
22086,836766
45759,42365
868414,868653
18624,372241
582247,857718
87735,74084
62565,90204
9036,323654
16927,814849
52837,52834
354107,341783
57467,570105
545553,545533
546094,869655
58387,78619
85585,583644
801115,801113
594862,304255
31171,24983
852543,852548
598189,598115
65022,91870
96506,328008
853478,867635
841465,829858
818477,860319
333807,339388
47434,47436
880110,865246
352645,352200
350913,350918
43884,530490
532505,331981
372786,395751
311656,840413
80039,80555
336032,336280
15503,592524
66971,378921
534303,561502
565798,331645
95805,503136
52496,815201
2731,36211
376921,376924
317374,898547
16613,28357
59551,77052
37837,32196
597852,396123
3618,57269
590822,362723
568678,357071
12038,830371
54860,78789
7470,79547
507335,157196
26207,500656
80795,47836
319313,319318
80040,41662
375716,344726
40987,505589
64929,517812
543370,355122
88721,566227
78973,365987
26610,385667
9645,504043
334706,820459
342011,342016
9992,54264
12811,568969
26444,349750
519002,519050
515293,873447
347460,347663
556138,806932
88164,561620
549529,332475
74362,61630
92030,383185
1622,545852
547279,852813
94809,593402
13669,811750
34214,46920
888749,862472
383475,387358
85561,531342
26530,26535
51981,83055
13640,567614
26396,345371
314590,312285
156967,135615
23890,544549
1547,45541
94853,585261
535963,853753
583860,371212
49484,871354
92867,520826
35153,35156
320643,831684
520185,520183
830357,837789
52300,395966
65109,538230
69236,21596
501768,520795
328442,327251
587884,578059
545468,545467
6475,581997
580803,346759
859672,883376
583934,516214
586137,890593
9215,820593
572485,543575
28416,388269
73934,537258
13410,564476
561406,848436
525912,383966
3955,545671
49096,834352
15970,109757
505823,309359
557220,802589
70699,385518
330904,887107
568539,859876
559615,587753
558329,302007
20046,515361
526243,862148
530863,837678
555142,517444
584522,104358
359096,326570
555817,553241
389614,395793
77933,94746
58710,78010
7629,535283
354107,889465
553470,535514
354412,109237
13465,307827
39126,530176
11884,17848
515744,353217
516898,318731
819290,868262
598520,835567
376255,819146
18945,95683
544226,521235
589442,842929
29346,593427
558868,554673
60016,532477
385872,385845
832375,832373
69787,384850
577062,351205
500096,871596
26047,586140
364937,364936
385685,838140
857433,854135
505150,554295
14376,378016
580398,597884
550793,539737
73080,538577
38629,44563
9995,107678
300812,392334
558983,837916
542319,847081
558929,377280
59733,857713
510565,335896
72623,880373
392615,324532
302807,890022
47630,307264
520195,339097
49997,356623
39263,70616
11027,49139
90000,324104
882809,866315
510653,381029
93004,364310
544613,337778
4662,50554
514389,380611
42840,869263
20326,523862
563058,593298
584694,343510
41769,41762
578158,383676
63650,803558
58741,77263
581077,510612
11079,380137
87311,535391
380515,368457
587955,584606
52943,307262
533866,567075
517997,517994
520766,887102
83340,884335
66658,323182
15885,47365
65440,352033
597576,383928
510947,518504
346526,852664
36211,396427
558717,585937
354322,889270
84171,862048
85114,803813
21370,102055
507695,854649
843040,843045
22112,389900
347272,805120
840814,107601
835344,835346
332059,394069
58387,535892
83251,88446
389622,329551
90770,514878
577928,386309
512502,838616
60032,548817
72197,868372
539603,310822
525315,320331
72601,555368
384727,384726
872127,828682
547156,309688
63328,569128
37209,500586
48691,556207
368935,817077
532039,395302
586349,335622
596042,394166
564095,884569
538548,886594
59143,360563
514902,354926
376365,376363
75209,348753
320830,833209
59147,94770
54340,97295
98301,505172
382123,328959
10059,68078
847479,893887
580120,513017
45714,151162
23655,559693
561183,833202
558470,804265
575652,889890
525921,526791
588471,379233
537508,544739
56001,36047
539720,859811
564348,564341
383993,394404
351201,351204
528574,329751
566861,302934
85782,590822
548202,307265
367217,840065
371366,320693
89557,541153
57215,57213
304691,833854
38818,558389
597669,151484
510120,839015
843182,868501
330861,373793
354887,354884
576496,104423
582375,841779
16968,23554
88534,43102
540169,829168
94714,326060
584209,377331
383823,386545
833090,847543
833361,841736
563700,326156
571906,326107
81230,558197
85054,582874
67778,535771
354236,354239
577752,333974
19157,840300
501854,580899
24372,302532
34458,509549
399903,833801
50937,80816
39747,93133
571122,869188
587800,357319
35987,16019
49972,96546
587298,869907
63060,563452
39331,385615
852588,818604
72601,368243
14815,14817
501482,583357
59397,546880
535959,159356
89492,528118
42727,526843
40276,23136
20366,20369
869031,890952
519211,348816
356850,800773
16649,398357
95805,550139
376164,835024
817942,896060
86833,151341
551890,840464
77182,543271
312970,372089
63026,105052
57097,574995
504668,377985
49827,806031
364986,829168
557825,889111
555643,356033
17703,832128
539156,894083
362048,362671
41099,319817
569158,369840
135158,131303
549922,388412
29481,511244
522572,828419
58198,585360
573369,810852
505566,536400
888862,888890
552748,367792
97550,28107
84482,501027
586743,330395
583199,564832
846402,846451
378692,345511
59551,375541
24537,584091
38171,90990
71901,523959
32267,21478
47298,576667
93953,370261
501482,552316
46207,46206
28192,29296
16649,73183
539108,399600
398616,321026
37502,68632
353010,881213
589928,828371
89413,41547
567919,866148
354490,334316
535738,339887
583357,540014
39009,529328
58387,592113
880376,886448
887024,871911
592572,861956
97292,539289
99214,824708
532352,577295
84588,384742
69055,563397
507480,327955
517464,512381
396183,872714
389214,347478
30708,513064
29459,105295
503912,315016
59314,360966
542978,320364
82512,517384
500177,810090
507662,880907
507264,571540
29305,535599
37309,537616
361497,827562
35890,18460
50100,322342
31312,39046
48492,380723
341606,803971
52354,26682
379422,898366
94245,800532
507167,359901
11414,78585
880943,824774
108987,108984
14255,882001
338335,382279
73606,806895
77624,43060
503393,542510
41457,383472
387284,341038
586592,135552
338882,840394
85961,137456
73795,599319
48498,528090
345609,341237
520766,832792
518014,349415
11079,549109
315376,347941
22086,511297
363660,363665
26754,578810
561264,370436
514316,308669
79597,380650
45393,41565
349093,360208
558616,389200
510676,135379
45714,510352
806261,831588
93226,590018
801685,105052
55538,353725
548681,566356
363958,891922
583462,826260
90505,313893
89949,845448
316160,392919
386634,863551
847141,847147
83595,22106
577186,806855
61588,569179
15849,47296
70215,331895
521131,363376
58931,555716
334850,399738
50406,332001
587483,360303
29215,304621
802608,815946
63543,306264
525237,525234
36933,504450
33565,801738
395741,137570
504114,585280
535352,339964
58970,314533
318498,891443
71513,373093
356094,860856
598690,300707
88106,838895
321793,803929
519465,595210
15321,359501
573362,362365
28816,377176
359336,887819
98221,351271
89017,12126
532776,841203
536068,309001
580965,580963
21933,899131
319611,856158
577438,524701
9992,2850
305899,153121
596606,866169
33995,21307
558035,157984
3152,44181
511054,365617
90412,560631
89368,377956
386904,389093
306981,306296
509522,538713
53593,388107
318955,318983
551180,579060
53760,85308
44862,875741
107668,102568
23033,537179
588650,582926
6549,500638
355484,397775
37594,526354
79855,79853
592138,354208
25055,534681
8130,72300
376702,376750
99512,500589
77262,840992
97194,831191
84622,883847
72159,594973
336556,319294
306000,365617
872901,840094
3955,867521
15954,597156
11948,582237
515187,370333
582594,304081
55838,42544
581379,596604
522491,827965
23421,388033
90374,150384
87311,374959
551681,539331
82087,820593
39331,843742
348816,130275
32595,514826
513658,897313
14965,562843
26073,519668
59157,813580
81864,514263
34632,45994
47922,521272
47606,64807
56833,305294
379511,868396
505516,353119
54340,866538
597475,846799
519424,578116
819912,823876
348327,130244
82445,15736
95828,579005
108403,108458
365662,365694
310450,310455
501854,568526
57343,551205
38102,579704
504350,521402
545674,546111
515200,395625
69128,561068
37492,62484
553219,385775
356054,839618
18624,507297
58931,23003
85944,819454
396250,396253
33845,87373
587320,835485
578763,348978
3421,573074
517908,881914
514940,326909
552717,552714
544570,544573
14070,40321
365693,365691
99764,358142
553853,558376
363829,843415
64947,64944
517235,598397
533861,519567
96271,393206
368458,368454
10047,92582
8130,53046
587884,330563
29197,581894
519483,370629
58387,16449
322805,866605
542273,800689
2337,72999
547843,323595
75909,75902
35433,551699
23286,386929
12865,375700
376392,323705
91151,507173
29450,351683
837638,813068
558879,374620
33585,530558
381300,856287
48140,64507
506317,813102
96145,26460
48148,94051
88330,537834
51633,500026
377659,841459
6712,567615
48838,360759
35796,65329
301326,332251
399366,869545
87575,553805
55538,82848
80050,337671
534359,343323
96561,309400
66797,513658
59968,581996
529529,312700
134,556485
514179,333285
74710,592838
819915,874877
35139,83885
2797,537171
333789,882909
519438,593608
62436,537137
4860,363921
596166,596169
381054,384289
503249,553149
61574,585346
21938,555297
577031,377167
58980,360628
558961,386908
580721,856034
58233,530254
98057,572638
4633,836182
586833,586838
57975,373057
524118,352687
80957,394876
317715,397115
532131,383206
554248,326167
21213,829382
28410,594328
541976,541979
5278,551569
363975,363973
39357,72492
542887,542884
873798,135691
516635,516638
330510,864119
58710,109778
25450,311614
27534,385257
65826,881013
40092,24539
38403,396983
575638,545567
29483,803002
38722,599773
569889,569882
509842,563034
18828,835896
89977,89976
8223,40712
555187,394628
14255,398367
517487,330395
839591,842730
4282,75877
306658,354349
580782,580715
29535,557763
386508,816378
52581,380323
37227,19935
833365,892497
391076,885701
592305,592303
571987,359795
60405,368805
547769,369183
510646,340762
363358,328637
593786,593782
83188,870803
544226,327283
551519,551570
320879,836014
84171,11632
42256,42259
79519,514093
86477,533072
59455,848377
547311,395190
19547,599621
81230,570723
91224,327824
34722,70031
514540,361238
28988,518847
538981,815919
580721,561134
500748,508183
595147,521218
558473,340143
26374,555341
72314,96298
569054,351839
13689,500470
11214,853732
58980,11211
16985,65592
545674,304984
500367,584167
85697,505475
560641,568382
93618,102368
336958,332102
41745,880652
71532,28053
551432,519450
91072,520586
47348,874816
32858,85116
64534,25260
20542,879849
69067,93758
388425,349750
587264,827565
23276,815207
557583,583554
58966,813122
388242,836017
80028,80021
531732,580789
33845,69230
500231,374944
532777,307899
802787,848998
56020,52350
579932,300847
24835,843747
26457,835216
549596,863300
332251,396372
58175,361961
520595,809248
579844,399878
341294,360529
372688,872654
307576,388037
574673,153275
316021,349322
318664,853647
3618,51439
541317,837428
52738,583195
72955,545930
345398,363489
303513,316028
92296,559114
23192,567969
88946,29602
71069,90477
45178,550569
7646,47363
597340,852302
33996,92330
32716,535948
567919,361497
530931,883295
549503,345272
381218,815837
96844,834207
73608,501568
541034,837311
592319,592375
79411,106580
532423,532624
549920,867916
524229,381688
830392,880853
503920,376332
306920,398862
888869,882215
341295,368478
25250,573816
893163,893168
38995,312673
564578,595417
65748,309709
31591,96506
586743,378113
63565,23334
38102,855565
78031,365773
588728,520714
589442,854036
860115,860919
559578,389500
96844,541945
599634,378143
13305,554556
52077,30594
9913,573320
73934,569868
42795,809841
24970,24978
353799,890343
564095,319738
67396,24716
73734,578226
358785,382408
65344,544895
570197,328762
378777,150723
40790,310603
54868,22989
13724,872905
97168,97734
380703,159939
30078,20694
73934,560387
544975,869228
85156,500686
332072,332040
516051,346832
78863,555567
10346,526183
45714,357944
530580,894140
1823,31488
80103,15119
568574,359423
507866,527403
26394,599349
333721,874017
545686,545613
533135,344028
547760,351508
579776,868998
94523,324070
10406,889825
835689,835682
80838,849807
509103,825474
8010,531468
360857,889465
321387,321386
363108,363107
505123,330796
503661,871822
20972,354954
376049,856211
80050,511937
36668,42262
4746,50917
40445,537896
512760,512763
572226,316629
54317,315496
93854,881406
86351,18315
39042,45487
12444,850089
56833,79893
558939,837980
31216,68324
570051,574640
355415,384086
507437,516334
4621,49052
2785,57043
96730,813844
547877,394802
55743,857876
547726,303296
44752,29151
89472,96862
32267,845249
79036,517935
6549,365525
15786,839805
385979,343454
365677,365674
360251,853801
94706,833476
53550,593647
47922,390272
521043,873967
45027,568500
556467,546094
18121,152485
887819,884552
99443,99448
552657,545067
523828,877648
835697,880333
23243,365674
516454,541839
76765,805595
7674,556274
539774,390258
329471,855265
545674,544306
519377,374982
5388,516065
30708,321284
83988,330627
48801,585833
571161,319148
558336,395619
55808,388768
75458,549494
70426,79980
347079,806832
22699,318756
367098,833360
52247,386052
341941,858071
36255,842650
71533,501757
38443,92043
544351,598964
50546,50613
26720,598165
78789,24234
15217,551935
503037,547631
554275,543680
16505,551956
595260,387872
99573,555143
90108,841759
578463,854863
396825,822120
81484,581298
30325,501733
394165,394167
534222,583150
34120,311037
77192,77120
87660,377383
524871,344862
505431,585958
38117,840447
512763,344527
40622,549208
59968,38928
63210,584848
360390,816231
557573,557578
58149,72919
306715,324174
97149,586131
544603,351839
68481,517298
55069,80200
10346,332482
510844,546364
71532,567385
367721,852528
501482,528048
4292,309911
22358,315552
839915,839917
80957,87864
30899,522359
81862,836112
47434,812211
32269,84412
872907,872909
570604,885100
34174,11121
578810,562411
15940,890022
503190,515875
589161,156531
539892,830553
580721,303493
324132,868233
572632,348369
46774,67620
53152,393805
383823,888714
47440,883899
534637,873288
571972,577620
382636,836597
860792,109816
588633,885059
56458,10675
366351,366357
831110,831115
71606,842061
557705,821539
381673,109402
55135,389790
68794,826778
518577,355804
27534,541720
509759,840867
59256,10580
530208,375943
584209,891059
85050,581870
40374,69284
564930,393457
53824,391982
833377,836536
506319,833367
584926,383644
18331,18827
501754,506297
531942,304189
517711,593864
9962,46169
388856,317355
837815,841169
15614,548582
95446,532869
32139,95876
338248,839878
92466,360276
87311,155964
91478,586575
63610,538254
506956,513927
369493,399170
31222,158701
373953,833144
870215,870218
599576,526712
521535,815967
82858,82685
82334,867593
39009,534637
370103,837710
359820,130481
62174,334237
830892,876374
315826,887258
535319,822848
24692,24900
33908,304110
538577,310241
591943,591948
577170,864137
87195,96694
834911,840093
560370,834128
811124,896475
108981,107560
578843,595233
523809,802331
502057,562754
833841,834873
78082,507375
512019,596165
588111,360793
833390,892497
885265,135820
552821,573769
39847,28814
43110,813680
581982,362322
74254,504469
564402,351207
544226,306290
90217,315306
551208,332320
591970,104400
58931,504033
94972,26768
93176,844169
501456,515426
59691,90292
588665,813936
10941,300631
93987,342557
517419,379320
22606,854848
381377,381376
20204,883349
398295,845475
889193,876979
29895,816436
4208,500744
810904,865187
7622,74748
321123,857250
505621,353226
589253,804848
59965,555295
94363,307204
34761,346794
588737,880046
595758,358872
548122,847598
65629,319940
582242,366314
84462,40263
18850,321042
526166,384281
35082,85942
596840,384757
82334,884025
507851,800653
505260,358631
86887,866166
314222,312491
512976,561965
374875,344381
842110,869847
536250,536228
580883,153833
55413,55418
503680,349963
38720,92725
304443,353730
845876,845840
23712,29047
16927,507675
310232,809113
534426,885017
7665,891781
15586,520311
598161,326141
68049,323603
92687,365829
833361,833369
28053,526145
555012,829572
332227,805206
844238,131048
36027,36022
26444,541429
13275,318992
72206,393538
29294,29296
590738,598012
10346,530330
341036,856315
310726,363753
573194,523090
503904,377166
43770,364905
26660,549815
88414,98345
331013,367553
48945,578213
41026,595758
559175,310903
526349,305792
22484,381235
350804,811874
34761,512004
894830,822567
16985,321920
72342,533746
83870,90560
385450,342402
45010,20431
550902,555378
539618,523503
57008,312109
344028,805073
67116,20092
48861,324972
516616,135900
569811,524365
66388,94915
76568,580808
22110,505459
581343,318739
67388,511315
571387,840783
84482,887473
81138,329866
523727,389082
49608,500846
399140,399145
25250,504331
560073,804989
571477,130222
312608,805053
334706,314325
80960,82298
355629,368012
551561,565439
79455,93068
872832,872881
352793,346401
859876,893390
38024,597500
320619,831658
63632,536251
14248,885311
53671,25933
535735,386013
351278,838871
341741,341747
1537,357459
501130,550760
64676,106735
508156,369598
70942,539910
833208,887587
584467,584466
25280,537675
569333,354762
69433,849775
844683,849462
154848,152816
830281,830287
356094,356096
9215,394930
99791,553962
83234,821223
69433,843629
91907,566153
77119,588532
833973,838126
2184,76214
527531,875005
345499,345420
6863,834206
595617,303700
566224,569080
554666,387397
384948,316515
55253,32017
16281,559681
67094,542150
73074,513191
29969,846749
553287,590890
539968,598348
864517,829951
506413,543672
303618,823846
862423,862428
30274,302057
550189,882914
306527,333112
55538,550472
23243,365694
58175,340376
319992,850750
597319,374937
10233,846846
73223,846038
78021,840944
500823,360803
67573,581043
101570,101578
44974,597053
545674,564402
380945,363824
36255,815098
80043,350394
535778,374859
3112,81370
77756,79281
394519,321000
312608,378161
501754,512652
355385,372154
50404,399738
40790,558952
71726,336736
505475,549793
29250,29255
374378,858049
72249,575619
15375,131815
17678,532925
567049,567060
12752,506017
531315,356265
544778,367298
590114,346759
548841,849012
387654,880088
879435,104531
514265,357029
592172,525256
303252,380903
585178,820873
801178,801171
9036,812141
595423,300382
310293,101956
586156,339748
570303,570308
548874,306275
31159,565927
310293,399203
307190,307195
84924,597892
316267,891212
26527,555245
39135,40539
376590,391800
513056,571533
26394,307718
562654,525335
573733,521611
35890,82091
17303,44632
560858,528465
550472,549749
1622,371549
372872,372840
558068,513859
26895,387688
513546,567261
526958,335909
598165,306511
26660,331042
102883,155594
76767,510183
339566,885872
47809,833697
519070,345494
87358,84116
41445,386835
83416,16629
546544,894006
31973,84563
89408,878312
89488,70611
561287,330903
543223,856094
990,515753
803248,816258
574581,108685
310293,101953
547121,803306
514907,573769
567141,344024
12599,824929
374086,349566
94400,358990
328442,808082
541382,388092
318955,891934
85925,801429
527291,304764
19979,315108
520825,359561
302807,346984
543578,853012
523916,348742
54823,502510
529334,359518
828745,828743
528829,387625
553604,553609
504275,539072
800095,152692
76925,45923
543891,380110
52859,90279
8769,83813
17618,28486
550362,899808
33437,40561
44752,589506
31108,21798
588706,838423
59314,333384
72279,344935
72576,66836
14965,47024
553036,152527
39867,99073
69864,315341
547478,351195
34932,65943
581545,866965
88265,556821
66694,355526
35040,13895
4572,307390
365675,363938
823232,822939
819150,840915
837781,837787
357613,343097
526307,833360
306122,867242
15822,348009
323185,830539
50917,73212
334706,865652
14273,558869
72676,532581
511347,360655
1773,1692
588660,592918
387347,832850
57935,841353
507693,848005
25998,508488
78824,78826
339463,807711
546941,381218
28120,598716
581741,306586
66968,853915
46622,555795
26398,571054
21369,357968
332342,380643
52302,563046
314758,312420
76322,817141
510690,884438
573130,889084
516879,805651
524690,317147
52389,852309
377601,859801
54016,515125
518594,319389
86243,324692
564033,319139
24835,519531
507646,558568
7721,576991
56790,535707
326411,326412
506319,841736
18618,582071
11504,392539
551427,354236
59752,35672
559428,342625
513926,880017
553016,578359
510844,853836
76741,837948
48692,370181
512458,341414
527363,372332
99630,555110
581577,525256
548991,303835
512158,599892
50861,54067
519921,540345
547840,154541
56280,64662
63632,539019
580632,580680
19581,373068
504445,318494
541923,564886
6613,62276
523089,101427
62609,316093
34795,354487
309184,330109
3152,22527
500734,579984
69938,827220
70073,508506
887492,846229
888444,875886
300,17616
35982,594355
510124,360301
365596,805609
597568,394878
514706,598662
37309,554169
528202,344646
35982,376184
552430,352235
4687,545067
399321,885089
61872,520181
513542,517709
503788,524591
555105,538443
525970,817240
504881,387631
577752,883366
74318,574000
11414,564796
552247,832218
859758,852122
524550,320185
12052,66283
82562,367792
17678,516356
314127,321883
21125,131782
59496,75976
309576,340436
583723,525633
583322,588473
92679,562277
24699,554858
376884,153664
67419,24354
567584,353385
350890,130886
87379,26754
73602,358882
537972,526307
332004,386185
872656,872630
349295,395156
87329,388444
355988,347892
71511,884549
555346,533206
62405,509409
28838,525673
517168,868202
22110,884062
385185,372361
500480,356526
71274,96436
80884,91605
43871,561400
320628,850044
550361,378192
847501,847504
318449,318442
533650,547039
399187,812748
50406,386136
586908,589859
68822,517000
580892,549477
584587,344503
55102,509618
96271,319093
40578,332831
72958,587753
504747,392934
29437,510800
541586,591253
558616,549250
343440,834920
37320,530600
597568,522072
558939,358750
87781,15232
523647,358880
19762,555834
551292,547495
535361,535367
26169,503174
87329,107838
390079,870353
345271,397655
13063,45774
531853,312753
59646,320559
85446,548359
372217,398278
6811,63588
74952,72341
377458,853081
567125,524366
92616,806031
315628,364979
524325,352284
35158,35154
73844,24217
834977,135346
81159,89255
514265,574043
394802,846514
